evento_id,viaje_id,carro_modelo,autonomia_km,origen_nombre,destino_nombre,evento_nodo,evento_lat,evento_lon,bateria_pct,km_restantes,electro_id,electro_nombre,electro_nodo,electro_lat,electro_lon,dist_electro_km
950,14363,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,839090960,7.136255,-73.120334,19.98,37.9544,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,2.5783
951,14383,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,599017167,7.03965,-73.090051,19.62,37285,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
952,14399,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,Sede Recreacional Catay,1113648075,6.991685,-73.061956,19.97,37.9392,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,1.8481
953,14412,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Florida,UNAB,839094850,7.113758,-73.107122,19.98,90.9074,1,Centro Comercial Quinta Etapa,2746158992,7.115473864260488,-73.10771498564486,0.2158
954,14416,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UTS (Unidades Tecnológicas de Santander),839103150,7.129667,-73.119527,19.98,37.9544,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,1.8385
955,14437,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UTS (Unidades Tecnológicas de Santander),1713199343,7.003515,-73.094738,19.29,36.6427,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.1595
956,14464,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UIS Campus Florida,2346415239,6.980715,-73.050242,20.0,90.9824,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.2304
957,14473,BYD DOLPHIN SURF 30 kWh Active,190.0,CENFER,Sede Recreacional Catay,948655088,7.085926,-73.113557,19.96,37.9304,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,3.3052
958,14493,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),Sede Recreacional Catay,11126580666,6.994081,-73.077506,19.94,37.8789,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.7795
959,14511,BYD SEAL 82.5 kWh RWD Design,455.0,Universidad Pontificia Bolivariana UPB,UIS Parque Tecnológico Guatiguará,1197337157,6.990712,-73.073719,19.91,90.5788,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.2089
960,14512,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Parque Tecnológico Guatiguará,599017172,7.038548,-73.089871,19.99,37.9804,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.9207
961,14534,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,599017167,7.03965,-73.090051,18.6,35.3451,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
962,14560,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UTS (Unidades Tecnológicas de Santander),5391657857,6.986965,-73.05615,19.99,37983,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,2.2012
963,14574,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,PTAR Río Frío,9378543510,6.98787,-73.056569,19.98,90.9297,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,2.0902
964,14575,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UIS Parque Tecnológico Guatiguará,1713199343,7.003515,-73.094738,19.75,37.5247,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.1595
965,14596,BYD DOLPHIN SURF 30 kWh Active,190.0,CENFER,UIS Parque Tecnológico Guatiguará,606292524,7.060637,-73.091317,19.64,37.3088,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,5.6414
966,14615,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Campus Florida,1142321684,7.085402,-73.100879,19.97,37.9478,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.0742
967,14623,BYD SEAL 82.5 kWh RWD Design,455.0,UNAB,PTAR Río Frío,839094850,7.113758,-73.107122,19.97,90.8652,1,Centro Comercial Quinta Etapa,2746158992,7.115473864260488,-73.10771498564486,0.2158
968,14638,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,Sede Recreacional Catay,7549830967,6.996385,-73.080053,19.99,37.9872,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,4.1696
969,14661,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UIS Campus Bucarica (Centro),1713199343,7.003515,-73.094738,19.13,36.3512,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.1595
970,14673,BYD SEAL 82.5 kWh RWD Design,455.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,9358123409,7.067706,-73.101266,19.92,90.6336,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.2854
971,14679,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UIS Campus Bucarica (Centro),619014510,7.067574,-73.105372,19.99,37976,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,0.5392
972,14695,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Central,1197395629,7.004202,-73.09966,19.91,37.8321,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,8.5248
973,14714,BYD DOLPHIN SURF 30 kWh Active,190.0,Universidad Pontificia Bolivariana UPB,UIS Campus Central,5932171430,7.072952,-73.107178,19.99,37.9842,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.3755
974,14728,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Parque Tecnológico Guatiguará,8443962278,7.093676,-73.100017,20.0,37.9979,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,2.6431
975,14743,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Florida,1160299002,7.032956,-73.091548,19.97,37.9492,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,9029
976,14757,BYD SEAL 82.5 kWh RWD Design,455.0,Universidad Pontificia Bolivariana UPB,UTS (Unidades Tecnológicas de Santander),845065069,7.062813,-73.093792,19.99,90971,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2147
977,14769,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,PTAR Río Frío,1197395963,7.006195,-73.098684,19.98,37.9631,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,8.8647
978,14793,BYD DOLPHIN SURF 30 kWh Active,190.0,CENFER,Sede Recreacional Catay,1197338182,6.997524,-73.086822,19.19,36.4516,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
979,14815,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Bucarica (Centro),UNAB,593546667,7.116385,-73.112288,19.99,90.9724,1,Centro Comercial Quinta Etapa,2746158992,7.115473864260488,-73.10771498564486,0.6052
980,14818,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UTS (Unidades Tecnológicas de Santander),13444554953,6.992117,-73.067042,19.95,37.8996,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,2.4174
981,14828,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,5937869406,6.990583,-73.070819,19.87,37.7474,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,2.8809
982,14855,BYD DOLPHIN SURF 30 kWh Active,190.0,Universidad Pontificia Bolivariana UPB,Sede Recreacional Catay,599017879,7.035109,-73.090036,19.98,37.9567,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,8.6948
983,14857,BYD SEAL 82.5 kWh RWD Design,455.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,599130228,7.088315,-73.098402,19.94,90.7415,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.5863
984,14869,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UTS (Unidades Tecnológicas de Santander),331463306,7.12121,-73.119406,19.96,37.9208,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,0.7559
985,14884,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Parque Tecnológico Guatiguará,7560402413,6.995835,-73.082937,19.99,37976,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,4.5303
986,14902,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UIS Parque Tecnológico Guatiguará,599017167,7.03965,-73.090051,19.09,36.2643,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
987,14917,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UNAB,9391948647,6.99197,-73.067125,20.0,90.9934,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,2.4368
988,14920,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),UIS Campus Florida,5695162733,7.071756,-73.095089,19.93,37.8606,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.0354
989,14934,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UNAB,286626183,7.105091,-73.109418,19.92,37.8418,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,1.1361
990,14966,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UIS Campus Central,6952664221,7.074005,-73.107772,19.95,37.9019,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.2408
991,14973,BYD SEAL 82.5 kWh RWD Design,455.0,UTS (Unidades Tecnológicas de Santander),UIS Parque Tecnológico Guatiguará,1197338182,6.997524,-73.086822,19.63,89.3324,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
992,14977,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UIS Campus Central,1059950451,7.134595,-73.120252,19.97,37.9423,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,2419
993,14999,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,PTAR Río Frío,615086771,7.113728,-73.114942,19.98,37.9601,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,0.7911
994,15016,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Florida,Sede Recreacional Catay,9393515220,6.976149,-73.040806,19.99,90.9671,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0598
995,15030,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UIS Campus Bucarica (Centro),599017174,7.038099,-73.089988,19.92,37.8455,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.9723
996,15043,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,PTAR Río Frío,1116184871,7.021765,-73.095895,19.91,37.8324,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,10731
997,15057,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UNAB,1116265256,7.025889,-73.097826,19.9,90537,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,10.2942
998,15080,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Campus Florida,12843060715,7.107384,-73.123018,19.87,37751,5,Éxito de la Rosita,286739945,7.113534997127967,-73.12309979445544,1.0494
999,15098,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Campus Florida,839102986,7.097884,-73.105977,20.0,37.9962,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,1.6006
1000,15109,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UNAB,839092476,7.087548,-73.106929,19.97,90.8807,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,2.6356
1001,15117,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UNAB,839091096,7.117483,-73.105373,19.96,37.9235,1,Centro Comercial Quinta Etapa,2746158992,7.115473864260488,-73.10771498564486,0.7098
1002,15133,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,PTAR Río Frío,599130228,7.088315,-73.098402,19.99,37.9814,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.5863
1003,15161,BYD SEAL 82.5 kWh RWD Design,455.0,CENFER,UIS Campus Bucarica (Centro),604120284,7.109473,-73.11664,19.99,90977,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,0.9206
1004,15164,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,PTAR Río Frío,13444554953,6.992117,-73.067042,19.95,37.8996,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,2.4174
1005,15200,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Bucarica (Centro),604120284,7.109473,-73.11664,19.97,37.9468,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,0.9206
1006,15214,BYD SEAL 82.5 kWh RWD Design,455.0,UNAB,Sede Recreacional Catay,1197338182,6.997524,-73.086822,19.94,90.7067,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
1007,15226,BYD DOLPHIN SURF 30 kWh Active,190.0,Universidad Pontificia Bolivariana UPB,UIS Campus Central,5932836943,7.129552,-73.119438,19.9,37816,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,1.8605
1008,15243,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UTS (Unidades Tecnológicas de Santander),1110420007,7.052246,-73.09731,19.95,37.8969,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,3.8461
1009,15263,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,599100300,7.102049,-73.107382,19.95,37.9144,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,0.2283
1010,15273,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,599017167,7.03965,-73.090051,19.87,90.4284,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
1011,15286,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UIS Parque Tecnológico Guatiguará,1197338182,6.997524,-73.086822,18.99,36.0743,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
1012,15302,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UIS Campus Central,1110493817,7.055364,-73.090779,18.99,36.0893,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.6629
1013,15331,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Parque Tecnológico Guatiguará,5413735417,7.055525,-73.090345,19.81,37.6466,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.7158
1014,15334,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,Sede Recreacional Catay,599130002,7.098354,-73.106551,19.97,90.8666,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,1.5068
1015,15350,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),Sede Recreacional Catay,599017167,7.03965,-73.090051,18.97,36.0432,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
1016,15377,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UIS Campus Central,839092928,7.053999,-73.094293,19.98,90.9011,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.2365
1017,15380,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),UIS Campus Florida,598394824,7.065627,-73.08741,19.84,37.6968,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,3185
1018,15398,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,Sede Recreacional Catay,1197337231,6.994904,-73.078364,19.9,37.8081,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.9112
1019,15416,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UNAB,845066821,7.064321,-73.100516,19.97,37.9424,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1364
1020,15440,BYD SEAL 82.5 kWh RWD Design,455.0,CENFER,UIS Parque Tecnológico Guatiguará,599017167,7.03965,-73.090051,19.86,90.3815,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
1021,15444,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,599320817,7.086527,-73.10004,19.94,37.8774,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.2361
1022,15459,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,1124009901,7.073099,-73.106177,19.94,37.8882,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,0.5111
1023,15479,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,PTAR Río Frío,839099060,7.077066,-73.103653,20.0,37.9913,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1073
1024,15496,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UIS Campus Central,1135763051,7.077634,-73.107917,19.97,90.8559,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.0623
1025,15503,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Campus Florida,599130137,7.092202,-73.098828,19.92,37.8529,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,3.0388
1026,15524,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),Sede Recreacional Catay,9358123409,7.067706,-73.101266,19.9,37804,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.2854
1027,15540,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),PTAR Río Frío,839103037,7.077889,-73.103375,19.99,37.9859,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.1695
1028,15549,BYD SEAL 82.5 kWh RWD Design,455.0,UNAB,Sede Recreacional Catay,599017879,7.035109,-73.090036,19.91,90.5992,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,8.6948
1029,15558,BYD DOLPHIN SURF 30 kWh Active,190.0,Universidad Pontificia Bolivariana UPB,UIS Campus Central,331463239,7.122216,-73.116777,19.99,37.9735,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,1.1394
1030,15574,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Parque Tecnológico Guatiguará,1197395803,7.010822,-73.096433,19.9,37.8185,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,9.5074
1031,15588,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,UIS Campus Florida,839102986,7.097884,-73.105977,19.99,90.9511,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,1.6006
1032,15602,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,Sede Recreacional Catay,1713199335,7.003169,-73.096443,19.99,37.9775,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.7879
1033,15623,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Parque Tecnológico Guatiguará,1197338182,6.997524,-73.086822,19.17,36.4164,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
1034,15637,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,Sede Recreacional Catay,598408615,7.084008,-73.101309,19.98,37.9662,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.8871
1035,15643,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UIS Campus Central,5943515193,6.979195,-73.04977,19.98,90912,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.4082
1036,15656,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UIS Campus Bucarica (Centro),1110626615,7.058725,-73.10003,19.84,37.7041,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.9435
1037,15678,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UNAB,1197395264,7.005016,-73.100189,19.97,37.9416,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,8.6331
1038,15686,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Florida,Sede Recreacional Catay,599017167,7.03965,-73.090051,19.71,89.6596,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
1039,15703,BYD DOLPHIN SURF 30 kWh Active,190.0,CENFER,Sede Recreacional Catay,11126580666,6.994081,-73.077506,19.99,37.9874,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.7795
1040,15722,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,Sede Recreacional Catay,1713199343,7.003515,-73.094738,19.8,37.6222,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.1595
1041,15743,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Bucarica (Centro),Sede Recreacional Catay,615086568,7.113598,-73.114927,19.99,90.9406,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,0.8474
1042,15748,BYD DOLPHIN SURF 30 kWh Active,190.0,Universidad Pontificia Bolivariana UPB,UIS Parque Tecnológico Guatiguará,839098649,7.04933,-73.080299,19.79,37.6001,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.4459
1043,15763,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Parque Tecnológico Guatiguará,1197396176,7.015007,-73.0963,19.98,37.9709,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,9975
1044,15778,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UNAB,1713199343,7.003515,-73.094738,19.41,36.8764,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.1595
1045,15786,BYD SEAL 82.5 kWh RWD Design,455.0,UTS (Unidades Tecnológicas de Santander),UIS Campus Bucarica (Centro),320404064,7.116836,-73.122163,19.99,90.9326,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,0.2359
1046,15796,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),Sede Recreacional Catay,1197338182,6.997524,-73.086822,19.73,37.4946,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
1047,15811,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,PTAR Río Frío,1197396610,7.010396,-73.096515,19.81,37.6318,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,9.4592
1048,15824,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UIS Campus Bucarica (Centro),331463216,7.120347,-73.121807,19.98,37.9563,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,729
1049,15839,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Parque Tecnológico Guatiguará,1160299002,7.032956,-73.091548,19.99,37.9724,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,9029
1050,15840,BYD SEAL 82.5 kWh RWD Design,455.0,CENFER,UIS Campus Central,846131587,7.08778,-73.135837,19.79,90035,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,4.3334
1051,15863,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,Sede Recreacional Catay,839099060,7.077066,-73.103653,19.98,37.9594,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1073
1052,15877,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Bucarica (Centro),1142796903,7.089428,-73.107418,19.98,37.9623,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,2.3623
1053,15886,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Florida,UIS Campus Bucarica (Centro),810652049,7.062258,-73.08779,20.0,90.9941,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.8881
1054,15901,BYD DOLPHIN SURF 30 kWh Active,190.0,Universidad Pontificia Bolivariana UPB,PTAR Río Frío,839098649,7.04933,-73.080299,20.0,37997,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.4459
1055,15919,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,8443966070,7.093852,-73.100033,19.96,37.9195,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,2.6627
1056,15937,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Central,7549830967,6.996385,-73.080053,19.98,37953,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,4.1696
1057,15938,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Bucarica (Centro),Sede Recreacional Catay,9391989507,6.991873,-73.063219,19.94,90.7172,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,1991
1058,15951,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Parque Tecnológico Guatiguará,1116265256,7.025889,-73.097826,19.56,37.1616,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,10.2942
1059,15974,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UNAB,1110493817,7.055364,-73.090779,18.9,35.9179,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.6629
1060,15992,BYD DOLPHIN SURF 30 kWh Active,190.0,CENFER,Sede Recreacional Catay,11126580666,6.994081,-73.077506,19.97,37.9512,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.7795
