evento_id,viaje_id,carro_modelo,autonomia_km,origen_nombre,destino_nombre,evento_nodo,evento_lat,evento_lon,bateria_pct,km_restantes,electro_id,electro_nombre,electro_nodo,electro_lat,electro_lon,dist_electro_km
1,17,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Parque Tecnológico Guatiguará,1197338182,6.997524,-73.086822,19.94,37.8847,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
2,32,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Parque Tecnológico Guatiguará,599017167,7.03965,-73.090051,19.4,36.8643,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
3,40,BYD SEAL 82.5 kWh RWD Design,455.0,UNAB,UIS Campus Florida,839089383,7.114993,-73.107381,20.0,90.9908,1,Centro Comercial Quinta Etapa,2746158992,7.115473864260488,-73.10771498564486,0.0751
4,56,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UIS Campus Florida,1110493817,7.055364,-73.090779,18.66,35.4571,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.6629
5,76,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,599017167,7.03965,-73.090051,18.86,35.8308,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
6,87,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Bucarica (Centro),UIS Campus Florida,602410037,7.112755,-73.114119,19.99,90.9342,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,1.0141
7,96,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,1197395963,7.006195,-73.098684,19.83,37.6815,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,8.8647
8,107,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UTS (Unidades Tecnológicas de Santander),839102440,7.093447,-73.109896,19.98,37.9593,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,1.9949
9,127,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,PTAR Río Frío,1110626525,7.064138,-73.101337,19.96,37.9243,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.2708
10,142,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),Sede Recreacional Catay,839097767,7.0825,-73.101819,19.99,37972,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.7102
11,146,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Parque Tecnológico Guatiguará,UNAB,1160299002,7.032956,-73.091548,19.92,90.6568,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,9029
12,156,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Bucarica (Centro),599017226,7.031482,-73.094704,19.76,37.5508,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,9.4467
13,173,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UNAB,1110493817,7.055364,-73.090779,19.09,36.2719,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.6629
14,188,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UIS Campus Bucarica (Centro),5171693628,7.063526,-73.101744,19.87,37.7461,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.5741
15,204,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,Sede Recreacional Catay,606269165,7.072194,-73.107108,19.99,90.9711,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,0.3619
16,211,BYD DOLPHIN SURF 30 kWh Active,190.0,CENFER,UIS Parque Tecnológico Guatiguará,1143998288,7.08978,-73.107228,19.99,37.9856,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,2.3555
17,234,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,Sede Recreacional Catay,1113648034,6.990949,-73.060609,19.92,37847,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,1.8631
18,254,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,PTAR Río Frío,5409266651,7.070209,-73.112665,19.98,90.8953,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1284
19,256,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,PTAR Río Frío,1713199343,7.003515,-73.094738,19.39,36.8317,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.1595
20,275,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Campus Florida,599130137,7.092202,-73.098828,19.95,37912,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,3.0388
21,299,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UTS (Unidades Tecnológicas de Santander),1713199335,7.003169,-73.096443,19.94,37.8933,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.7879
22,301,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Bucarica (Centro),UIS Campus Florida,9326838293,7.097889,-73.105803,20.0,90.9828,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,1.5813
23,319,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,PTAR Río Frío,5932516723,7.061834,-73.119536,19.29,36.6454,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.9053
24,335,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UNAB,5171693628,7.063526,-73.101744,19.82,37663,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.5741
25,344,BYD SEAL 82.5 kWh RWD Design,455.0,UTS (Unidades Tecnológicas de Santander),PTAR Río Frío,798776397,7.070267,-73.111268,20.0,90.9837,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.1297
26,355,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Parque Tecnológico Guatiguará,1116265256,7.025889,-73.097826,19.62,37.2806,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,10.2942
27,375,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Central,599017174,7.038099,-73.089988,19.92,37.8456,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.9723
28,397,BYD SEAL 82.5 kWh RWD Design,455.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,1109624503,7.104589,-73.111945,19.98,90.9007,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,0.9841
29,402,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,599320817,7.086527,-73.10004,19.93,37.8671,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.2361
30,421,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Campus Florida,5631396478,7.100096,-73.106835,20.0,37996,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,0.0
31,436,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UTS (Unidades Tecnológicas de Santander),619030762,7.061607,-73.100113,19.97,37.9464,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.4408
32,450,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UIS Campus Central,1110626233,7.061639,-73.099667,19.99,90.9689,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.3914
33,458,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Campus Bucarica (Centro),5937640976,7.105861,-73.12486,19.97,37.9491,5,Éxito de la Rosita,286739945,7.113534997127967,-73.12309979445544,1.3698
34,481,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UTS (Unidades Tecnológicas de Santander),839089926,7.106151,-73.113684,19.92,37.8528,5,Éxito de la Rosita,286739945,7.113534997127967,-73.12309979445544,1.3114
35,496,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,599017167,7.03965,-73.090051,19.26,36.5902,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
36,510,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UTS (Unidades Tecnológicas de Santander),839102440,7.093447,-73.109896,19.96,37.9316,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,1.9949
37,521,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UIS Campus Central,1110626615,7.058725,-73.10003,19.91,90.6081,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.9435
38,531,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,4683668820,7.095272,-73.101655,19.97,37.9505,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,2.9076
39,550,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Campus Florida,582307372,7.122966,-73.11716,19.96,37.9214,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,1.0337
40,577,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UTS (Unidades Tecnológicas de Santander),5929421493,7.079728,-73.107849,20.0,37.9918,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,3.5278
41,591,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Central,9651964952,7.083645,-73.107701,19.85,37.7079,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,3.0916
42,592,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Florida,Sede Recreacional Catay,6894439702,7.061482,-73.091049,20.0,90.9992,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.5066
43,612,BYD DOLPHIN SURF 30 kWh Active,190.0,CENFER,Sede Recreacional Catay,649985650,7.079099,-73.102967,19.97,37.9437,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.3115
44,626,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,Sede Recreacional Catay,606292524,7.060637,-73.091317,19.62,37.2784,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,5.6414
45,642,BYD SEAL 82.5 kWh RWD Design,455.0,UTS (Unidades Tecnológicas de Santander),UNAB,1152970407,7.114715,-73.106591,19.99,90.9509,1,Centro Comercial Quinta Etapa,2746158992,7.115473864260488,-73.10771498564486,0.2896
46,652,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UTS (Unidades Tecnológicas de Santander),810652049,7.062258,-73.08779,20.0,37.9935,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.8881
47,672,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,Sede Recreacional Catay,1197337157,6.990712,-73.073719,19.94,37.8885,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.2089
48,684,BYD SEAL 82.5 kWh RWD Design,455.0,UNAB,Sede Recreacional Catay,600242173,7.105711,-73.109685,19.96,90.8177,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,0.7195
49,692,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Central,7549830967,6.996385,-73.080053,19.94,37.8914,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,4.1696
50,718,BYD DOLPHIN SURF 30 kWh Active,190.0,Universidad Pontificia Bolivariana UPB,UIS Campus Central,6952664221,7.074005,-73.107772,19.94,37.8831,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.2408
51,728,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Bucarica (Centro),PTAR Río Frío,599100300,7.102049,-73.107382,19.94,90.7207,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,0.2283
52,737,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UIS Campus Central,5929421493,7.079728,-73.107849,19.97,37.9431,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,3.5278
53,755,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),PTAR Río Frío,12843060715,7.107384,-73.123018,19.93,37.8694,5,Éxito de la Rosita,286739945,7.113534997127967,-73.12309979445544,1.0494
54,776,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),UIS Parque Tecnológico Guatiguará,5413735417,7.055525,-73.090345,19.99,37.9863,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.7158
55,783,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Florida,UTS (Unidades Tecnológicas de Santander),1142796903,7.089428,-73.107418,19.99,90.9563,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,2.3623
56,792,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Bucarica (Centro),6952664222,7.076241,-73.107875,19.96,37.9146,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,0.9892
57,815,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),PTAR Río Frío,5529034053,7.068167,-73.120717,19.99,37979,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.1857
58,825,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,1197338182,6.997524,-73.086822,19.61,89.2303,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
59,848,BYD DOLPHIN SURF 30 kWh Active,190.0,CENFER,UTS (Unidades Tecnológicas de Santander),839099368,7.102979,-73.123962,20.0,37.9978,5,Éxito de la Rosita,286739945,7.113534997127967,-73.12309979445544,1.5675
60,865,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,1197338182,6.997524,-73.086822,19.48,37.0077,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
61,868,BYD SEAL 82.5 kWh RWD Design,455.0,UTS (Unidades Tecnológicas de Santander),UIS Campus Florida,9278567687,7.106136,-73.124858,19.99,90.9734,5,Éxito de la Rosita,286739945,7.113534997127967,-73.12309979445544,1.3371
62,892,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UIS Campus Florida,5695162733,7.071756,-73.095089,19.91,37834,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.0354
63,906,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UNAB,11126580666,6.994081,-73.077506,19.92,90.6583,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.7795
64,916,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),UIS Parque Tecnológico Guatiguará,599017167,7.03965,-73.090051,19.72,37.4674,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
65,939,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UNAB,5171693628,7.063526,-73.101744,19.97,37934,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.5741
66,955,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,1197338182,6.997524,-73.086822,19.57,89.0638,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,5.0408
67,966,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Bucarica (Centro),1713199335,7.003169,-73.096443,19.99,37.9732,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.7879
68,994,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Parque Tecnológico Guatiguará,8953256570,7.079619,-73.102791,19.97,37.9442,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.3724
69,1005,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,UIS Parque Tecnológico Guatiguará,3516122570,7.06706,-73.10035,19.99,90.9355,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.1614
70,1017,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),UIS Parque Tecnológico Guatiguará,1713199343,7.003515,-73.094738,19.99,37.9824,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.1595
71,1035,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,7560402425,6.99641,-73.081573,19.96,37.9334,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,4.3511
72,1050,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,Sede Recreacional Catay,615080928,7.11984,-73.116058,19.99,90.9331,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,0.6653
73,1061,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,UIS Campus Bucarica (Centro),5171693628,7.063526,-73.101744,19.77,37.5554,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.5741
74,1084,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Central,1110626615,7.058725,-73.10003,19.85,37.7218,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.9435
75,1088,BYD SEAL 82.5 kWh RWD Design,455.0,CENFER,UIS Campus Central,5932836943,7.129552,-73.119438,19.95,90.7617,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,1.8605
76,1106,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,UNAB,12720462602,7.134469,-73.116809,19.98,37.9636,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,2.6344
77,1124,BYD DOLPHIN SURF 30 kWh Active,190.0,CENFER,UIS Campus Florida,320403906,7.061996,-73.088497,19.97,37.9422,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.8048
78,1140,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,PTAR Río Frío,1713199343,7.003515,-73.094738,19.65,89.3975,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.1595
79,1142,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UIS Campus Bucarica (Centro),839092476,7.087548,-73.106929,19.92,37.8534,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,2.6356
80,1153,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UTS (Unidades Tecnológicas de Santander),1839204542,7.072382,-73.105906,19.99,37.9765,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,757
81,1175,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,PTAR Río Frío,839092928,7.053999,-73.094293,19.96,37.9149,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,4.2365
82,1195,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Central,1110626466,7.05932,-73.100106,19.98,37.9704,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2874
83,1205,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,PTAR Río Frío,1160299002,7.032956,-73.091548,19.96,90.8096,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,9029
84,1207,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UTS (Unidades Tecnológicas de Santander),1110626615,7.058725,-73.10003,19.75,37.5176,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.9435
85,1231,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),Sede Recreacional Catay,808241006,7.10892,-73.1181,19.98,37.9554,5,Éxito de la Rosita,286739945,7.113534997127967,-73.12309979445544,0.8411
86,1256,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,PTAR Río Frío,5529034053,7.068167,-73.120717,19.95,90.7907,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.1857
87,1258,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,Sede Recreacional Catay,1564073871,7.018723,-73.095927,19.87,37.7518,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,10.3927
88,1287,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,PTAR Río Frío,839088321,7.074946,-73.104369,19.98,37.9552,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,0.8244
89,1303,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Parque Tecnológico Guatiguará,UIS Campus Central,839093910,7.089625,-73.105706,19.99,90.9398,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,2.3573
90,1315,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Central,1564073871,7.018723,-73.095927,19.9,37.8032,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,10.3927
91,1337,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),UIS Campus Florida,9627441961,7.068688,-73.090244,19.84,37.7014,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.7191
92,1360,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Bucarica (Centro),PTAR Río Frío,599320817,7.086527,-73.10004,19.96,90.8353,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.2361
93,1362,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,PTAR Río Frío,602410037,7.112755,-73.114119,19.98,37.9555,0,Homecenter,607665686,7.115794947043329,-73.12049190407198,1.0141
94,1382,BYD DOLPHIN SURF 30 kWh Active,190.0,UNAB,UIS Parque Tecnológico Guatiguará,599320817,7.086527,-73.10004,19.95,37.9088,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.2361
95,1407,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UIS Campus Bucarica (Centro),1103818578,6.984016,-73.053482,19.99,90.9648,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,2.7325
96,1415,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Campus Florida,1136259748,7.079958,-73.098677,19.99,37.9858,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.9237
97,1442,BYD DOLPHIN SURF 30 kWh Active,190.0,UTS (Unidades Tecnológicas de Santander),UIS Parque Tecnológico Guatiguará,9358123409,7.067706,-73.101266,19.69,37.4096,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.2854
98,1456,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Bucarica (Centro),PTAR Río Frío,619044247,7.069995,-73.114857,19.98,90.9281,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,1.5275
99,1461,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,PTAR Río Frío,11126580666,6.994081,-73.077506,19.71,37.4397,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,3.7795
100,1489,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Parque Tecnológico Guatiguará,PTAR Río Frío,1197395629,7.004202,-73.09966,19.64,37.3153,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,8.5248
101,1492,BYD SEAL 82.5 kWh RWD Design,455.0,UTS (Unidades Tecnológicas de Santander),UIS Parque Tecnológico Guatiguará,599017167,7.03965,-73.090051,19.35,88.0241,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
102,1504,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),Sede Recreacional Catay,599017167,7.03965,-73.090051,18.69,35.5137,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,7.7883
103,1533,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UTS (Unidades Tecnológicas de Santander),1713199335,7.003169,-73.096443,19.87,37.7558,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.7879
104,1547,BYD SEAL 82.5 kWh RWD Design,455.0,UIS Campus Central,Sede Recreacional Catay,599017879,7.035109,-73.090036,19.95,90.7733,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,8.6948
105,1548,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UNAB,1116184871,7.021765,-73.095895,19.86,37.7357,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,10731
106,1574,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Bucarica (Centro),PTAR Río Frío,5529034053,7.068167,-73.120717,19.96,37.9199,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.1857
107,1593,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Florida,UNAB,1110626364,7.063713,-73.094953,19.99,37.9759,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,2.1604
108,1602,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UIS Campus Florida,1197396342,7.015433,-73.096161,20.0,90.9831,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,10.0248
109,1610,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,Sede Recreacional Catay,600242173,7.105711,-73.109685,19.94,37.8933,2,Centro Comercial Cacique,5631396478,7.099383171372943,-73.10738728564714,0.7195
110,1633,BYD DOLPHIN SURF 30 kWh Active,190.0,Sede Recreacional Catay,UIS Campus Bucarica (Centro),7560402425,6.99641,-73.081573,19.97,37943,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,4.3511
111,1651,BYD SEAL 82.5 kWh RWD Design,455.0,Sede Recreacional Catay,UIS Campus Central,1713199343,7.003515,-73.094738,19.99,90.9767,4,Estacion de Servicio Terpel de Piedecuesta,9602033008,6.998348410998912,-73.05270638323637,7.1595
112,1661,BYD DOLPHIN SURF 30 kWh Active,190.0,UIS Campus Central,Sede Recreacional Catay,1116265256,7.025889,-73.097826,19.59,37.2287,3,Centro Comercial Canaveral,4703451524,7.070722605372017,-73.10545322620052,10.2942
