id,nombre,lat,lon
1,Homecenter,7.115794947043329,-73.12049190407198
2,Centro Comercial Quinta Etapa,7.115473864260488,-73.10771498564486
3,Centro Comercial Cacique,7.099383171372943,-73.10738728564714
4,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052
5,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637
6,Éxito de la Rosita,7.113534997127967,-73.12309979445544
7,Centro Comercial la Florida,7.070730036568059,-73.10553799907328
8,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439
