vehiculo,gama,lat_actual,lon_actual,electrolinera,lat_electrolinera,lon_electrolinera,distancia_metros,bateria_al_recargar,nodos_recorridos
BYD DOLPHIN SURF 30 kWh Active,baja,7.0329433,-73.0711936,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4906.24,0.1997,900287
BYD DOLPHIN SURF 30 kWh Active,baja,7.0854473,-73.117082,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3121.06,0.1994,901481
BYD DOLPHIN SURF 30 kWh Active,baja,7.1203466,-73.1218067,Homecenter,7.115794947043329,-73.12049190407198,729.02,0.1998,902636
BYD DOLPHIN SURF 30 kWh Active,baja,7.0076213,-73.0560616,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1140.37,0.1994,903788
BYD DOLPHIN SURF 30 kWh Active,baja,6.9810752,-73.0494505,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,3403.12,0.1999,904988
BYD DOLPHIN SURF 30 kWh Active,baja,7.1247173,-73.1179842,Homecenter,7.115794947043329,-73.12049190407198,1248.58,0.1995,906102
BYD DOLPHIN SURF 30 kWh Active,baja,7.084057,-73.1477694,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,2070.89,0.1963,907231
BYD DOLPHIN SURF 30 kWh Active,baja,7.1177945,-73.1154725,Homecenter,7.115794947043329,-73.12049190407198,583.24,0.2,908434
BYD DOLPHIN SURF 30 kWh Active,baja,7.0286819,-73.0678143,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4263.67,0.1999,909461
BYD DOLPHIN SURF 30 kWh Active,baja,6.986555,-73.0518012,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2465.15,0.1998,910500
BYD DOLPHIN SURF 30 kWh Active,baja,7.0493305,-73.0802989,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4448.15,0.1975,911551
BYD DOLPHIN SURF 30 kWh Active,baja,7.1033999,-73.1135915,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1279.16,0.1979,912785
BYD DOLPHIN SURF 30 kWh Active,baja,7.1073837,-73.1230176,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1049.43,0.1998,914054
BYD DOLPHIN SURF 30 kWh Active,baja,7.0836449,-73.1077013,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2886.89,0.1989,915267
BYD DOLPHIN SURF 30 kWh Active,baja,7.0789945,-73.1078685,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3404.75,0.1998,916319
BYD DOLPHIN SURF 30 kWh Active,baja,7.0677064,-73.1012659,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2285.49,0.1975,917605
BYD DOLPHIN SURF 30 kWh Active,baja,7.0872979,-73.107835,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2478.27,0.1995,918929
BYD DOLPHIN SURF 30 kWh Active,baja,7.1137583,-73.1071222,Centro Comercial Quinta Etapa,7.115473864260488,-73.10771498564486,215.77,0.199,920089
BYD DOLPHIN SURF 30 kWh Active,baja,7.014689,-73.0565963,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2211.08,0.1976,921222
BYD DOLPHIN SURF 30 kWh Active,baja,7.0056623,-73.0559852,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,922.32,0.1996,922266
BYD DOLPHIN SURF 30 kWh Active,baja,7.0999594,-73.1116729,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1571.29,0.1965,923384
BYD DOLPHIN SURF 30 kWh Active,baja,7.0253006,-73.064528,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4792.62,0.1982,924521
BYD DOLPHIN SURF 30 kWh Active,baja,7.0852975,-73.1135734,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2603.42,0.1996,925694
BYD DOLPHIN SURF 30 kWh Active,baja,7.0677064,-73.1012659,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2285.49,0.199,926820
BYD DOLPHIN SURF 30 kWh Active,baja,7.0877803,-73.1358373,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,4338.54,0.1968,927899
BYD DOLPHIN SURF 30 kWh Active,baja,7.0618916,-73.0924912,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2325.64,0.1999,928968
BYD DOLPHIN SURF 30 kWh Active,baja,7.0831708,-73.1226028,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3774.13,0.1996,930302
BYD DOLPHIN SURF 30 kWh Active,baja,7.0912361,-73.1280129,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,3381.65,0.1989,931311
BYD DOLPHIN SURF 30 kWh Active,baja,7.0145052,-73.057028,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1942.7,0.2,932369
BYD DOLPHIN SURF 30 kWh Active,baja,7.1313688,-73.1198129,Homecenter,7.115794947043329,-73.12049190407198,2030.48,0.1996,933416
BYD DOLPHIN SURF 30 kWh Active,baja,7.1122286,-73.1073641,Centro Comercial Quinta Etapa,7.115473864260488,-73.10771498564486,434.2,0.1993,934619
BYD DOLPHIN SURF 30 kWh Active,baja,7.0669472,-73.0996554,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1527.32,0.1998,935638
BYD DOLPHIN SURF 30 kWh Active,baja,7.1327829,-73.120051,Homecenter,7.115794947043329,-73.12049190407198,2189.9,0.2,936743
BYD DOLPHIN SURF 30 kWh Active,baja,7.0833431,-73.1081115,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1477.49,0.1997,937906
BYD DOLPHIN SURF 30 kWh Active,baja,7.1245503,-73.1078707,Centro Comercial Quinta Etapa,7.115473864260488,-73.10771498564486,1221.8,0.1996,939093
BYD DOLPHIN SURF 30 kWh Active,baja,7.0833431,-73.1081115,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1477.49,0.1997,940306
BYD DOLPHIN SURF 30 kWh Active,baja,7.0901334,-73.1087161,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,2199.13,0.1999,941465
BYD DOLPHIN SURF 30 kWh Active,baja,6.982373,-73.0519369,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2889.54,0.1999,942587
BYD DOLPHIN SURF 30 kWh Active,baja,7.0214222,-73.0613535,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2881.38,0.1994,943679
BYD DOLPHIN SURF 30 kWh Active,baja,7.0552929,-73.0826591,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,7555.47,0.1982,944802
BYD DOLPHIN SURF 30 kWh Active,baja,7.0870184,-73.1081185,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1887.0,0.1996,945877
BYD DOLPHIN SURF 30 kWh Active,baja,7.0726183,-73.1072658,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,251.88,0.1995,946913
BYD DOLPHIN SURF 30 kWh Active,baja,7.0562076,-73.0831109,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5773.47,0.1995,948062
BYD DOLPHIN SURF 30 kWh Active,baja,7.0401441,-73.0757255,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5614.54,0.1977,949303
BYD DOLPHIN SURF 30 kWh Active,baja,6.9953481,-73.0521911,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2348.13,0.1996,950381
BYD DOLPHIN SURF 30 kWh Active,baja,7.0757048,-73.1258573,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4548.83,0.1998,951557
BYD DOLPHIN SURF 30 kWh Active,baja,7.1185282,-73.1061775,Centro Comercial Quinta Etapa,7.115473864260488,-73.10771498564486,506.03,0.1999,952629
BYD DOLPHIN SURF 30 kWh Active,baja,7.0003738,-73.0536984,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,278.78,0.1999,953772
BYD DOLPHIN SURF 30 kWh Active,baja,7.0735339,-73.1079145,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,376.78,0.199,954950
BYD DOLPHIN SURF 30 kWh Active,baja,7.0844821,-73.1566561,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,1081.29,0.2,956061
BYD DOLPHIN SURF 30 kWh Active,baja,7.1257554,-73.1110484,Centro Comercial Quinta Etapa,7.115473864260488,-73.10771498564486,1277.37,0.1999,957076
BYD DOLPHIN SURF 30 kWh Active,baja,7.0214222,-73.0613535,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2881.38,0.1975,958260
BYD DOLPHIN SURF 30 kWh Active,baja,7.0268473,-73.0666326,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,3725.54,0.1995,959393
BYD DOLPHIN SURF 30 kWh Active,baja,7.0671835,-73.0999866,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1482.31,0.1998,960455
BYD DOLPHIN SURF 30 kWh Active,baja,7.1022573,-73.1096753,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1575.43,0.1993,961632
BYD DOLPHIN SURF 30 kWh Active,baja,7.0003738,-73.0536984,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,278.78,0.1997,962813
BYD DOLPHIN SURF 30 kWh Active,baja,7.0848415,-73.1080546,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1644.32,0.199,963833
BYD DOLPHIN SURF 30 kWh Active,baja,7.0848415,-73.1080546,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1644.32,0.1997,964980
BYD DOLPHIN SURF 30 kWh Active,baja,7.1033999,-73.1135915,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1279.16,0.1995,966212
BYD DOLPHIN SURF 30 kWh Active,baja,7.0591918,-73.0849264,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3443.52,0.1999,967168
BYD DOLPHIN SURF 30 kWh Active,baja,7.0595108,-73.0896486,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2736.88,0.1978,968405
BYD DOLPHIN SURF 30 kWh Active,baja,6.9905707,-73.059138,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1913.31,0.1997,969507
BYD DOLPHIN SURF 30 kWh Active,baja,7.0773611,-73.1083648,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,811.64,0.1998,970543
BYD DOLPHIN SURF 30 kWh Active,baja,7.0895244,-73.1088836,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2179.4,0.1997,971631
BYD DOLPHIN SURF 30 kWh Active,baja,7.1006335,-73.1112225,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1199.66,0.1999,972664
BYD DOLPHIN SURF 30 kWh Active,baja,7.0253006,-73.064528,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4792.62,0.1988,973769
BYD DOLPHIN SURF 30 kWh Active,baja,7.0844821,-73.1566561,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,1081.29,0.1989,974954
BYD DOLPHIN SURF 30 kWh Active,baja,7.0552929,-73.0826591,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,7555.47,0.1993,976108
BYD DOLPHIN SURF 30 kWh Active,baja,7.0836449,-73.1077013,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2886.89,0.1985,977123
BYD DOLPHIN SURF 30 kWh Active,baja,7.0931794,-73.1103283,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2622.87,0.2,978337
BYD DOLPHIN SURF 30 kWh Active,baja,7.0805935,-73.1082466,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1171.39,0.2,979348
BYD DOLPHIN SURF 30 kWh Active,baja,6.9951091,-73.0485329,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1872.97,0.1993,980462
BYD DOLPHIN SURF 30 kWh Active,baja,6.9994511,-73.0614211,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1420.15,0.199,981478
BYD DOLPHIN SURF 30 kWh Active,baja,7.0288026,-73.0688204,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4050.49,0.1962,982610
BYD DOLPHIN SURF 30 kWh Active,baja,7.0986054,-73.1140276,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1593.33,0.1964,983741
BYD DOLPHIN SURF 30 kWh Active,baja,7.0606369,-73.091317,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5638.61,0.1979,984816
BYD DOLPHIN SURF 30 kWh Active,baja,7.0125806,-73.0561587,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1707.57,0.1995,985948
BYD DOLPHIN SURF 30 kWh Active,baja,7.091799,-73.1096706,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2446.92,0.1997,987014
BYD DOLPHIN SURF 30 kWh Active,baja,7.0986054,-73.1140276,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1593.33,0.1992,988181
BYD DOLPHIN SURF 30 kWh Active,baja,7.0877803,-73.1358373,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,4338.54,0.1988,989223
BYD DOLPHIN SURF 30 kWh Active,baja,7.0762407,-73.1078746,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,988.48,0.1996,990255
BYD DOLPHIN SURF 30 kWh Active,baja,7.014689,-73.0565963,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2211.08,0.197,991345
BYD DOLPHIN SURF 30 kWh Active,baja,7.0696228,-73.1033745,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1020.09,0.2,992458
BYD DOLPHIN SURF 30 kWh Active,baja,7.0570357,-73.0838331,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3668.47,0.1999,993586
BYD DOLPHIN SURF 30 kWh Active,baja,7.0844821,-73.1566561,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,1081.29,0.1973,994697
BYD DOLPHIN SURF 30 kWh Active,baja,6.9974689,-73.0529562,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2640.7,0.1998,995824
BYD DOLPHIN SURF 30 kWh Active,baja,7.0669472,-73.0996554,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1527.32,0.2,996808
BYD DOLPHIN SURF 30 kWh Active,baja,7.0880394,-73.1239068,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,3832.81,0.1979,997947
BYD DOLPHIN SURF 30 kWh Active,baja,7.0739129,-73.1262436,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4756.12,0.1993,999055
BYD DOLPHIN SURF 30 kWh Active,baja,7.0836449,-73.1077013,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2886.89,0.1984,1000163
BYD DOLPHIN SURF 30 kWh Active,baja,7.0883785,-73.1239399,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,3626.46,0.1998,1001241
BYD DOLPHIN SURF 30 kWh Active,baja,7.0595108,-73.0896486,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2736.88,0.1976,1002269
BYD DOLPHIN SURF 30 kWh Active,baja,7.0853881,-73.1135711,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2613.49,0.1993,1003336
BYD DOLPHIN SURF 30 kWh Active,baja,7.0547828,-73.0821469,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3767.8,0.1978,1004391
BYD DOLPHIN SURF 30 kWh Active,baja,7.0840145,-73.1534838,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,2014.08,0.1986,1005473
BYD DOLPHIN SURF 30 kWh Active,baja,7.0999594,-73.1116729,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1571.29,0.1974,1006555
BYD DOLPHIN SURF 30 kWh Active,baja,7.0878565,-73.1092107,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2503.27,0.1999,1007689
BYD DOLPHIN SURF 30 kWh Active,baja,7.0877803,-73.1358373,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,4338.54,0.1971,1008736
BYD DOLPHIN SURF 30 kWh Active,baja,7.0010298,-73.0541045,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,364.51,0.1996,1009799
BYD DOLPHIN SURF 30 kWh Active,baja,7.1134605,-73.1147969,Homecenter,7.115794947043329,-73.12049190407198,826.47,0.1998,1011041
BYD DOLPHIN SURF 30 kWh Active,baja,7.0762407,-73.1078746,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,988.48,0.1994,1012140
BYD DOLPHIN SURF 30 kWh Active,baja,7.014689,-73.0565963,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2211.08,0.1998,1013185
BYD DOLPHIN SURF 30 kWh Active,baja,7.0253006,-73.064528,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4792.62,0.1971,1014388
BYD DOLPHIN SURF 30 kWh Active,baja,7.1088316,-73.1163836,Éxito de la Rosita,7.113534997127967,-73.12309979445544,924.06,0.1999,1015607
BYD DOLPHIN SURF 30 kWh Active,baja,7.0836449,-73.1077013,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2886.89,0.2,1016796
BYD DOLPHIN SURF 30 kWh Active,baja,7.0690571,-73.1288731,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5434.99,0.1979,1017959
BYD DOLPHIN SURF 30 kWh Active,baja,7.0196158,-73.0593776,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2584.91,0.1999,1018974
BYD DOLPHIN SURF 30 kWh Active,baja,7.0877803,-73.1358373,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,4338.54,0.1941,1020109
BYD DOLPHIN SURF 30 kWh Active,baja,7.0739129,-73.1262436,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4756.12,0.1999,1021138
BYD DOLPHIN SURF 30 kWh Active,baja,7.077493,-73.1246499,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4306.84,0.1999,1022344
BYD DOLPHIN SURF 30 kWh Active,baja,7.0404178,-73.0754359,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5649.54,0.1995,1023416
BYD DOLPHIN SURF 30 kWh Active,baja,7.0404178,-73.0754359,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5649.54,0.1998,1024606
BYD DOLPHIN SURF 30 kWh Active,baja,6.986555,-73.0518012,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2465.15,0.1999,1025737
BYD DOLPHIN SURF 30 kWh Active,baja,7.050504,-73.0814398,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4266.73,0.1998,1026894
BYD DOLPHIN SURF 30 kWh Active,baja,7.0003738,-73.0536984,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,278.78,0.1999,1027977
BYD DOLPHIN SURF 30 kWh Active,baja,7.0940237,-73.1198179,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,2423.67,0.2,1029004
BYD DOLPHIN SURF 30 kWh Active,baja,7.1076489,-73.1140235,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1329.48,0.1994,1030073
BYD DOLPHIN SURF 30 kWh Active,baja,7.129552,-73.1194384,Homecenter,7.115794947043329,-73.12049190407198,1860.69,0.1997,1031213
BYD DOLPHIN SURF 30 kWh Active,baja,7.0253006,-73.064528,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4792.62,0.1972,1032322
BYD DOLPHIN SURF 30 kWh Active,baja,7.1182638,-73.1179278,Homecenter,7.115794947043329,-73.12049190407198,389.97,0.1998,1033410
BYD DOLPHIN SURF 30 kWh Active,baja,7.0757048,-73.1258573,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4548.83,0.1995,1034685
BYD DOLPHIN SURF 30 kWh Active,baja,7.0547828,-73.0821469,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3767.8,0.1989,1035695
BYD DOLPHIN SURF 30 kWh Active,baja,7.0787,-73.1083363,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,960.58,0.1992,1036866
BYD DOLPHIN SURF 30 kWh Active,baja,7.084057,-73.1477694,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,2070.89,0.1932,1038029
BYD DOLPHIN SURF 30 kWh Active,baja,7.0895244,-73.1088836,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2179.4,0.1997,1039078
BYD DOLPHIN SURF 30 kWh Active,baja,7.0880394,-73.1239068,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,3832.81,0.1977,1040243
BYD DOLPHIN SURF 30 kWh Active,baja,6.9875978,-73.0420413,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2991.44,0.1985,1041306
BYD DOLPHIN SURF 30 kWh Active,baja,7.0921994,-73.1238782,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,2934.46,0.1998,1042407
BYD DOLPHIN SURF 30 kWh Active,baja,7.0389657,-73.0742196,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5688.92,0.1993,1043657
BYD DOLPHIN SURF 30 kWh Active,baja,7.0685307,-73.1019666,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1217.39,0.1997,1044739
BYD DOLPHIN SURF 30 kWh Active,baja,6.981574,-73.0446151,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,3727.4,0.1977,1045748
BYD DOLPHIN SURF 30 kWh Active,baja,7.1113388,-73.1146308,Homecenter,7.115794947043329,-73.12049190407198,1070.29,0.2,1046923
BYD DOLPHIN SURF 30 kWh Active,baja,7.0844821,-73.1566561,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,1081.29,0.1966,1048002
BYD DOLPHIN SURF 30 kWh Active,baja,7.0288026,-73.0688204,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4050.49,0.1996,1048957
BYD DOLPHIN SURF 30 kWh Active,baja,7.1327829,-73.120051,Homecenter,7.115794947043329,-73.12049190407198,2189.9,0.2,1050037
BYD DOLPHIN SURF 30 kWh Active,baja,7.037077,-73.0720523,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,6008.06,0.2,1051065
BYD DOLPHIN SURF 30 kWh Active,baja,7.1054352,-73.1124712,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1467.16,0.1989,1052309
BYD DOLPHIN SURF 30 kWh Active,baja,7.1109273,-73.1209057,Éxito de la Rosita,7.113534997127967,-73.12309979445544,383.09,0.1997,1053451
BYD DOLPHIN SURF 30 kWh Active,baja,7.0196158,-73.0593776,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2584.91,0.1989,1054414
BYD DOLPHIN SURF 30 kWh Active,baja,7.0877803,-73.1358373,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,4338.54,0.1992,1055654
BYD DOLPHIN SURF 30 kWh Active,baja,7.0690571,-73.1288731,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5434.99,0.198,1056786
BYD DOLPHIN SURF 30 kWh Active,baja,7.0477123,-73.0791249,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,6576.81,0.1989,1057947
BYD DOLPHIN SURF 30 kWh Active,baja,7.1194891,-73.1224322,Homecenter,7.115794947043329,-73.12049190407198,800.16,0.2,1058961
BYD DOLPHIN SURF 30 kWh Active,baja,7.0401441,-73.0757255,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5614.54,0.1985,1060074
BYD DOLPHIN SURF 30 kWh Active,baja,7.0610236,-73.0930197,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2719.0,0.1997,1061214
BYD DOLPHIN SURF 30 kWh Active,baja,7.0493305,-73.0802989,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4448.15,0.1959,1062250
BYD DOLPHIN SURF 30 kWh Active,baja,7.0669472,-73.0996554,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1527.32,0.1986,1063457
BYD DOLPHIN SURF 30 kWh Active,baja,7.1054352,-73.1124712,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1467.16,0.1998,1064455
BYD DOLPHIN SURF 30 kWh Active,baja,7.1229662,-73.1171598,Homecenter,7.115794947043329,-73.12049190407198,1033.66,0.1999,1065689
BYD DOLPHIN SURF 30 kWh Active,baja,6.9841917,-73.0507988,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2937.38,0.1997,1066815
BYD DOLPHIN SURF 30 kWh Active,baja,7.0547828,-73.0821469,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3767.8,0.1996,1067972
BYD DOLPHIN SURF 30 kWh Active,baja,7.1269646,-73.119225,Homecenter,7.115794947043329,-73.12049190407198,1537.34,0.1999,1069231
BYD DOLPHIN SURF 30 kWh Active,baja,7.0584097,-73.0882898,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5221.97,0.1997,1070476
BYD DOLPHIN SURF 30 kWh Active,baja,7.014689,-73.0565963,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2211.08,0.1972,1071562
BYD DOLPHIN SURF 30 kWh Active,baja,6.9738008,-73.0457746,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4254.02,0.1999,1072796
BYD DOLPHIN SURF 30 kWh Active,baja,7.1278578,-73.1193804,Homecenter,7.115794947043329,-73.12049190407198,1635.64,0.2,1073889
BYD DOLPHIN SURF 30 kWh Active,baja,6.9852663,-73.054033,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2580.7,0.1999,1075023
BYD DOLPHIN SURF 30 kWh Active,baja,7.0547828,-73.0821469,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3767.8,0.1992,1076099
BYD DOLPHIN SURF 30 kWh Active,baja,7.0942829,-73.1104195,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2736.26,0.1991,1077222
BYD DOLPHIN SURF 30 kWh Active,baja,7.0671835,-73.0999866,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1482.31,0.1998,1078304
BYD DOLPHIN SURF 30 kWh Active,baja,7.0685307,-73.1019666,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1217.39,0.1992,1079425
BYD DOLPHIN SURF 30 kWh Active,baja,7.1117299,-73.1146827,Homecenter,7.115794947043329,-73.12049190407198,1114.16,0.2,1080567
BYD DOLPHIN SURF 30 kWh Active,baja,7.0887173,-73.1339386,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,3695.96,0.1995,1081796
BYD DOLPHIN SURF 30 kWh Active,baja,7.0704948,-73.1044214,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,869.2,0.1998,1083022
BYD DOLPHIN SURF 30 kWh Active,baja,7.0787,-73.1083363,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,960.58,0.1998,1084245
BYD DOLPHIN SURF 30 kWh Active,baja,6.9936598,-73.0474876,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2071.18,0.1994,1085316
BYD DOLPHIN SURF 30 kWh Active,baja,7.0212692,-73.0609293,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5396.48,0.199,1086402
