vehiculo,gama,lat_actual,lon_actual,electrolinera,lat_electrolinera,lon_electrolinera,distancia_metros,bateria_al_recargar,nodos_recorridos
BYD SEAL 82.5 kWh RWD Design,alta,7.0931172,-73.1101618,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2603.24,0.2,2597
BYD SEAL 82.5 kWh RWD Design,alta,7.0898942,-73.1086282,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,2227.44,0.1999,5395
BYD SEAL 82.5 kWh RWD Design,alta,6.9754697,-73.0425116,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4856.83,0.1997,8053
BYD SEAL 82.5 kWh RWD Design,alta,6.9937533,-73.0675392,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2360.99,0.1995,10634
BYD SEAL 82.5 kWh RWD Design,alta,7.0726814,-73.1069306,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,500.56,0.1998,13500
BYD SEAL 82.5 kWh RWD Design,alta,7.0018139,-73.0576386,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,923.65,0.1998,16492
BYD SEAL 82.5 kWh RWD Design,alta,7.0717599,-73.1059329,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,650.96,0.2,19313
BYD SEAL 82.5 kWh RWD Design,alta,7.0196158,-73.0593776,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2584.91,0.1997,21939
BYD SEAL 82.5 kWh RWD Design,alta,7.0547828,-73.0821469,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3767.8,0.1998,24636
BYD SEAL 82.5 kWh RWD Design,alta,7.037077,-73.0720523,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,6008.06,0.1997,27469
BYD SEAL 82.5 kWh RWD Design,alta,7.0155251,-73.0569121,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2111.79,0.2,30138
BYD SEAL 82.5 kWh RWD Design,alta,7.0616131,-73.0891438,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2736.93,0.1999,32717
BYD SEAL 82.5 kWh RWD Design,alta,7.0493305,-73.0802989,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4448.15,0.1989,35196
BYD SEAL 82.5 kWh RWD Design,alta,7.0401441,-73.0757255,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5614.54,0.1986,37809
BYD SEAL 82.5 kWh RWD Design,alta,7.0921994,-73.1238782,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,2934.46,0.1999,40609
BYD SEAL 82.5 kWh RWD Design,alta,7.0685307,-73.1019666,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1217.39,0.2,43321
BYD SEAL 82.5 kWh RWD Design,alta,7.1063997,-73.113714,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1472.95,0.1997,46090
BYD SEAL 82.5 kWh RWD Design,alta,7.084057,-73.1477694,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,2070.89,0.199,48748
BYD SEAL 82.5 kWh RWD Design,alta,7.0288026,-73.0688204,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4050.49,0.199,51440
BYD SEAL 82.5 kWh RWD Design,alta,7.0401441,-73.0757255,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5614.54,0.199,54150
BYD SEAL 82.5 kWh RWD Design,alta,7.0920487,-73.1094204,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,2158.86,0.1999,56771
BYD SEAL 82.5 kWh RWD Design,alta,7.0797285,-73.1078493,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3323.11,0.1999,59369
BYD SEAL 82.5 kWh RWD Design,alta,7.050504,-73.0814398,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4266.73,0.2,62028
BYD SEAL 82.5 kWh RWD Design,alta,7.0890285,-73.1325449,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,3854.38,0.1998,65086
BYD SEAL 82.5 kWh RWD Design,alta,7.0840563,-73.1194232,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3702.55,0.1997,67787
BYD SEAL 82.5 kWh RWD Design,alta,7.1185282,-73.1061775,Centro Comercial Quinta Etapa,7.115473864260488,-73.10771498564486,506.03,0.1998,70661
BYD SEAL 82.5 kWh RWD Design,alta,7.014689,-73.0565963,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2211.08,0.1992,73449
BYD SEAL 82.5 kWh RWD Design,alta,7.0285201,-73.0685062,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4003.7,0.1999,76046
BYD SEAL 82.5 kWh RWD Design,alta,6.9754697,-73.0425116,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4856.83,0.1998,78707
BYD SEAL 82.5 kWh RWD Design,alta,7.0805935,-73.1082466,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1171.39,0.1996,81560
BYD SEAL 82.5 kWh RWD Design,alta,7.103382,-73.1106076,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,847.74,0.1992,84405
BYD SEAL 82.5 kWh RWD Design,alta,7.0726183,-73.1072658,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,251.88,0.2,87183
BYD SEAL 82.5 kWh RWD Design,alta,6.9810752,-73.0494505,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,3403.12,0.1999,89944
BYD SEAL 82.5 kWh RWD Design,alta,6.9901874,-73.0531345,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2337.25,0.1998,92665
BYD SEAL 82.5 kWh RWD Design,alta,7.0650614,-73.0974718,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1949.79,0.1994,95402
BYD SEAL 82.5 kWh RWD Design,alta,7.050504,-73.0814398,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4266.73,0.1998,98078
BYD SEAL 82.5 kWh RWD Design,alta,7.0883273,-73.1081166,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2359.54,0.1999,100721
BYD SEAL 82.5 kWh RWD Design,alta,7.0875611,-73.1224127,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,3621.02,0.2,103495
BYD SEAL 82.5 kWh RWD Design,alta,7.0787,-73.1083363,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,960.58,0.1997,106253
BYD SEAL 82.5 kWh RWD Design,alta,7.014689,-73.0565963,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2211.08,0.1998,108990
BYD SEAL 82.5 kWh RWD Design,alta,7.1022573,-73.1096753,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1575.43,0.1993,111776
BYD SEAL 82.5 kWh RWD Design,alta,7.1122406,-73.1297127,Homecenter,7.115794947043329,-73.12049190407198,1261.58,0.2,114491
BYD SEAL 82.5 kWh RWD Design,alta,7.0687742,-73.1023055,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1171.22,0.1999,117240
BYD SEAL 82.5 kWh RWD Design,alta,7.0368058,-73.0721368,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,6283.43,0.1999,119860
BYD SEAL 82.5 kWh RWD Design,alta,7.0857113,-73.1076334,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2656.96,0.1998,122507
BYD SEAL 82.5 kWh RWD Design,alta,7.1101136,-73.1076006,Centro Comercial Quinta Etapa,7.115473864260488,-73.10771498564486,724.97,0.1996,125140
BYD SEAL 82.5 kWh RWD Design,alta,7.014689,-73.0565963,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2211.08,0.1984,127754
BYD SEAL 82.5 kWh RWD Design,alta,7.1090407,-73.114215,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1173.28,0.1999,130823
BYD SEAL 82.5 kWh RWD Design,alta,7.1061513,-73.113684,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1311.38,0.1999,133651
BYD SEAL 82.5 kWh RWD Design,alta,7.1101136,-73.1076006,Centro Comercial Quinta Etapa,7.115473864260488,-73.10771498564486,724.97,0.1999,136351
BYD SEAL 82.5 kWh RWD Design,alta,7.1117299,-73.1146827,Homecenter,7.115794947043329,-73.12049190407198,1114.16,0.2,139122
BYD SEAL 82.5 kWh RWD Design,alta,7.084057,-73.1477694,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,2070.89,0.1992,141958
BYD SEAL 82.5 kWh RWD Design,alta,6.998593,-73.0622837,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1721.69,0.1995,144573
BYD SEAL 82.5 kWh RWD Design,alta,7.0880359,-73.1359181,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,3462.44,0.1996,147446
BYD SEAL 82.5 kWh RWD Design,alta,7.0056624,-73.0558246,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,3241.0,0.1991,149938
BYD SEAL 82.5 kWh RWD Design,alta,6.9834121,-73.0504717,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2843.48,0.1999,152596
BYD SEAL 82.5 kWh RWD Design,alta,6.9754697,-73.0425116,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4856.83,0.1999,155361
BYD SEAL 82.5 kWh RWD Design,alta,7.0618916,-73.0924912,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2325.64,0.1999,158275
BYD SEAL 82.5 kWh RWD Design,alta,7.0393172,-73.0748508,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5481.22,0.1998,160945
BYD SEAL 82.5 kWh RWD Design,alta,7.0253006,-73.064528,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4792.62,0.1994,163602
BYD SEAL 82.5 kWh RWD Design,alta,7.0493305,-73.0802989,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4448.15,0.1997,166454
BYD SEAL 82.5 kWh RWD Design,alta,7.1058187,-73.1238689,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1508.6,0.1995,169314
BYD SEAL 82.5 kWh RWD Design,alta,7.0401441,-73.0757255,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5614.54,0.1998,171919
BYD SEAL 82.5 kWh RWD Design,alta,7.0670602,-73.1003498,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2161.46,0.2,174579
BYD SEAL 82.5 kWh RWD Design,alta,7.0833431,-73.1081115,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1477.49,0.1997,177039
BYD SEAL 82.5 kWh RWD Design,alta,7.0939865,-73.1201813,Éxito de la Rosita,7.113534997127967,-73.12309979445544,3632.01,0.1994,179585
BYD SEAL 82.5 kWh RWD Design,alta,7.0401441,-73.0757255,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5614.54,0.1983,182169
BYD SEAL 82.5 kWh RWD Design,alta,6.997692,-73.0513018,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1453.1,0.1997,184673
BYD SEAL 82.5 kWh RWD Design,alta,7.0880359,-73.1359181,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,3462.44,0.1998,187405
BYD SEAL 82.5 kWh RWD Design,alta,7.0762407,-73.1078746,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,988.48,0.2,190292
BYD SEAL 82.5 kWh RWD Design,alta,6.9953715,-73.048761,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1834.43,0.2,192877
BYD SEAL 82.5 kWh RWD Design,alta,7.0329433,-73.0711936,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4906.24,0.1996,195427
BYD SEAL 82.5 kWh RWD Design,alta,7.1158453,-73.1152274,Homecenter,7.115794947043329,-73.12049190407198,776.23,0.1999,198304
BYD SEAL 82.5 kWh RWD Design,alta,7.0836449,-73.1077013,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2886.89,0.1991,200866
BYD SEAL 82.5 kWh RWD Design,alta,7.050504,-73.0814398,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4266.73,0.2,203500
BYD SEAL 82.5 kWh RWD Design,alta,7.1006335,-73.1112225,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1199.66,0.2,206254
BYD SEAL 82.5 kWh RWD Design,alta,7.0860107,-73.1108071,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2280.03,0.1999,209112
BYD SEAL 82.5 kWh RWD Design,alta,7.0854191,-73.1154132,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2936.88,0.1997,212016
BYD SEAL 82.5 kWh RWD Design,alta,7.0828946,-73.1212605,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3555.52,0.2,214727
BYD SEAL 82.5 kWh RWD Design,alta,7.0288026,-73.0688204,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4050.49,0.1983,217343
BYD SEAL 82.5 kWh RWD Design,alta,7.037838,-73.0721707,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5997.25,0.1999,220042
BYD SEAL 82.5 kWh RWD Design,alta,7.1345955,-73.1202519,Homecenter,7.115794947043329,-73.12049190407198,2419.14,0.2,222649
BYD SEAL 82.5 kWh RWD Design,alta,7.1125552,-73.1146781,Homecenter,7.115794947043329,-73.12049190407198,927.99,0.1999,225264
BYD SEAL 82.5 kWh RWD Design,alta,7.1102406,-73.1144851,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1253.02,0.1999,228035
BYD SEAL 82.5 kWh RWD Design,alta,7.0968787,-73.1109613,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,2483.31,0.1993,230970
BYD SEAL 82.5 kWh RWD Design,alta,7.0176392,-73.0577823,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2302.52,0.1999,233448
BYD SEAL 82.5 kWh RWD Design,alta,7.1017844,-73.1111793,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1064.99,0.1999,236143
BYD SEAL 82.5 kWh RWD Design,alta,7.0493305,-73.0802989,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4448.15,0.1996,238743
BYD SEAL 82.5 kWh RWD Design,alta,7.0934474,-73.1098959,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1994.6,0.1997,241354
BYD SEAL 82.5 kWh RWD Design,alta,6.9763413,-73.0429461,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4749.05,0.1999,244118
BYD SEAL 82.5 kWh RWD Design,alta,7.1208718,-73.1228753,Homecenter,7.115794947043329,-73.12049190407198,914.29,0.2,246950
BYD SEAL 82.5 kWh RWD Design,alta,7.1344894,-73.1172365,Homecenter,7.115794947043329,-73.12049190407198,2597.76,0.2,249699
BYD SEAL 82.5 kWh RWD Design,alta,6.9937533,-73.0675392,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2360.99,0.1997,252456
BYD SEAL 82.5 kWh RWD Design,alta,7.037077,-73.0720523,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,6008.06,0.1997,255175
BYD SEAL 82.5 kWh RWD Design,alta,7.1070919,-73.1151982,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1452.44,0.1998,257993
BYD SEAL 82.5 kWh RWD Design,alta,7.1296672,-73.1195266,Homecenter,7.115794947043329,-73.12049190407198,1838.65,0.2,260807
BYD SEAL 82.5 kWh RWD Design,alta,7.0898607,-73.1328352,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,4039.43,0.1996,263673
BYD SEAL 82.5 kWh RWD Design,alta,7.0056624,-73.0558246,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,3241.0,0.1998,266492
BYD SEAL 82.5 kWh RWD Design,alta,7.0836449,-73.1077013,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2886.89,0.1995,269347
BYD SEAL 82.5 kWh RWD Design,alta,7.0393172,-73.0748508,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5481.22,0.1999,272200
BYD SEAL 82.5 kWh RWD Design,alta,7.0849949,-73.1301742,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4893.26,0.2,274835
BYD SEAL 82.5 kWh RWD Design,alta,7.0364392,-73.071892,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5015.78,0.1999,277601
BYD SEAL 82.5 kWh RWD Design,alta,7.0649512,-73.0968837,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1905.65,0.1998,280313
BYD SEAL 82.5 kWh RWD Design,alta,7.0762407,-73.1078746,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,988.48,0.1995,283241
BYD SEAL 82.5 kWh RWD Design,alta,7.0877803,-73.1358373,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,4338.54,0.2,285746
BYD SEAL 82.5 kWh RWD Design,alta,7.0942829,-73.1104195,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2736.26,0.1996,288411
BYD SEAL 82.5 kWh RWD Design,alta,7.0872236,-73.1224414,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,3805.68,0.2,291199
BYD SEAL 82.5 kWh RWD Design,alta,7.091799,-73.1096706,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2446.92,0.1997,293898
BYD SEAL 82.5 kWh RWD Design,alta,7.0288026,-73.0688204,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4050.49,0.1981,296629
BYD SEAL 82.5 kWh RWD Design,alta,7.014689,-73.0565963,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2211.08,0.1999,299447
BYD SEAL 82.5 kWh RWD Design,alta,7.1073837,-73.1230176,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1049.43,0.1998,302389
BYD SEAL 82.5 kWh RWD Design,alta,7.0862636,-73.1106877,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2261.68,0.1999,305089
BYD SEAL 82.5 kWh RWD Design,alta,7.0401441,-73.0757255,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5614.54,0.1995,307768
BYD SEAL 82.5 kWh RWD Design,alta,6.9978124,-73.063009,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1674.23,0.1996,310341
BYD SEAL 82.5 kWh RWD Design,alta,6.991351,-73.0456684,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2398.03,0.1998,313235
BYD SEAL 82.5 kWh RWD Design,alta,7.084739,-73.1076632,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2765.16,0.1999,315937
BYD SEAL 82.5 kWh RWD Design,alta,7.0285201,-73.0685062,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4003.7,0.2,318649
BYD SEAL 82.5 kWh RWD Design,alta,6.997692,-73.0513018,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1453.1,0.1994,321286
BYD SEAL 82.5 kWh RWD Design,alta,7.0702062,-73.1040742,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,919.18,0.1999,324032
BYD SEAL 82.5 kWh RWD Design,alta,7.0596617,-73.0859822,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3269.78,0.1999,326678
BYD SEAL 82.5 kWh RWD Design,alta,7.0664974,-73.0995511,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2229.37,0.1999,329255
BYD SEAL 82.5 kWh RWD Design,alta,6.9747137,-73.0437978,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4689.93,0.1998,331931
BYD SEAL 82.5 kWh RWD Design,alta,7.0268724,-73.0663461,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4526.53,0.1999,334628
BYD SEAL 82.5 kWh RWD Design,alta,7.0857113,-73.1076334,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2656.96,0.2,337464
BYD SEAL 82.5 kWh RWD Design,alta,7.0677064,-73.1012659,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2285.49,0.1991,340425
BYD SEAL 82.5 kWh RWD Design,alta,7.0145052,-73.057028,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1942.7,0.1999,342939
BYD SEAL 82.5 kWh RWD Design,alta,7.0805935,-73.1082466,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1171.39,0.1998,345680
BYD SEAL 82.5 kWh RWD Design,alta,7.0757048,-73.1258573,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,4548.83,0.2,348462
BYD SEAL 82.5 kWh RWD Design,alta,7.0880855,-73.1329901,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,4252.83,0.1992,351101
BYD SEAL 82.5 kWh RWD Design,alta,7.0584097,-73.0882898,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5221.97,0.2,353597
BYD SEAL 82.5 kWh RWD Design,alta,7.0595108,-73.0896486,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2736.88,0.1996,356228
BYD SEAL 82.5 kWh RWD Design,alta,7.0650614,-73.0974718,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1949.79,0.1997,358802
BYD SEAL 82.5 kWh RWD Design,alta,7.0999594,-73.1116729,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1571.29,0.1986,361618
BYD SEAL 82.5 kWh RWD Design,alta,7.1345955,-73.1202519,Homecenter,7.115794947043329,-73.12049190407198,2419.14,0.1999,364311
BYD SEAL 82.5 kWh RWD Design,alta,7.133919,-73.1202306,Homecenter,7.115794947043329,-73.12049190407198,2317.78,0.1999,367202
BYD SEAL 82.5 kWh RWD Design,alta,7.1082536,-73.1200162,Éxito de la Rosita,7.113534997127967,-73.12309979445544,704.42,0.1999,369893
BYD SEAL 82.5 kWh RWD Design,alta,7.0844821,-73.1566561,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,1081.29,0.1983,372793
BYD SEAL 82.5 kWh RWD Design,alta,6.9747137,-73.0437978,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4689.93,0.1999,375496
BYD SEAL 82.5 kWh RWD Design,alta,7.0547828,-73.0821469,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3767.8,0.1999,378076
BYD SEAL 82.5 kWh RWD Design,alta,6.9978124,-73.063009,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1674.23,0.2,380801
BYD SEAL 82.5 kWh RWD Design,alta,7.1067657,-73.1133198,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1461.08,0.1997,383535
BYD SEAL 82.5 kWh RWD Design,alta,7.0329433,-73.0711936,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4906.24,0.199,386438
BYD SEAL 82.5 kWh RWD Design,alta,7.0076213,-73.0560616,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,1140.37,0.1999,389035
BYD SEAL 82.5 kWh RWD Design,alta,7.0776341,-73.1079166,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,1061.61,0.1998,391604
BYD SEAL 82.5 kWh RWD Design,alta,7.1069755,-73.1220674,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1163.68,0.1999,394341
BYD SEAL 82.5 kWh RWD Design,alta,7.0253006,-73.064528,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,4792.62,0.1991,397325
BYD SEAL 82.5 kWh RWD Design,alta,7.037077,-73.0720523,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,6008.06,0.1998,399983
BYD SEAL 82.5 kWh RWD Design,alta,7.0547828,-73.0821469,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3767.8,0.1995,402759
BYD SEAL 82.5 kWh RWD Design,alta,7.0870439,-73.1210747,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3693.86,0.2,405413
BYD SEAL 82.5 kWh RWD Design,alta,7.0393172,-73.0748508,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5481.22,0.1998,407947
BYD SEAL 82.5 kWh RWD Design,alta,7.0563708,-73.0828403,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,3570.26,0.1999,410620
BYD SEAL 82.5 kWh RWD Design,alta,7.0214222,-73.0613535,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2881.38,0.1998,413381
BYD SEAL 82.5 kWh RWD Design,alta,7.1055674,-73.1131132,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1152.63,0.1996,415959
BYD SEAL 82.5 kWh RWD Design,alta,7.0584097,-73.0882898,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5221.97,0.1992,418477
BYD SEAL 82.5 kWh RWD Design,alta,7.0010091,-73.0594181,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2157.72,0.1998,421150
BYD SEAL 82.5 kWh RWD Design,alta,7.1386357,-73.1212137,Homecenter,7.115794947043329,-73.12049190407198,2918.47,0.1998,423819
BYD SEAL 82.5 kWh RWD Design,alta,7.0214222,-73.0613535,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2881.38,0.2,426509
BYD SEAL 82.5 kWh RWD Design,alta,7.0063648,-73.0557703,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,3164.54,0.1999,429478
BYD SEAL 82.5 kWh RWD Design,alta,7.0584097,-73.0882898,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,5221.97,0.1999,432158
BYD SEAL 82.5 kWh RWD Design,alta,7.0887173,-73.1339386,Promotores del Oriente (vía a Girón),7.085743648912543,-73.16471385719439,3695.96,0.1999,434768
BYD SEAL 82.5 kWh RWD Design,alta,7.0942829,-73.1104195,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2736.26,0.1999,437520
BYD SEAL 82.5 kWh RWD Design,alta,7.0176392,-73.0577823,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,2302.52,0.1996,440232
BYD SEAL 82.5 kWh RWD Design,alta,7.1134605,-73.1147969,Homecenter,7.115794947043329,-73.12049190407198,826.47,0.1998,442964
BYD SEAL 82.5 kWh RWD Design,alta,7.1077093,-73.1157062,Éxito de la Rosita,7.113534997127967,-73.12309979445544,1028.72,0.1999,445575
BYD SEAL 82.5 kWh RWD Design,alta,7.0389657,-73.0742196,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5688.92,0.1996,448362
BYD SEAL 82.5 kWh RWD Design,alta,7.0628135,-73.0937917,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2149.27,0.1999,451182
BYD SEAL 82.5 kWh RWD Design,alta,7.1001676,-73.1114479,Centro Comercial Cacique,7.099383171372943,-73.10738728564714,1227.53,0.199,453803
BYD SEAL 82.5 kWh RWD Design,alta,7.0616131,-73.0891438,Centro Comercial Canaveral,7.070722605372017,-73.10545322620052,2736.93,0.1999,456545
BYD SEAL 82.5 kWh RWD Design,alta,7.0389657,-73.0742196,Estacion de Servicio Terpel de Piedecuesta,6.998348410998912,-73.05270638323637,5688.92,0.1997,459050
